State or geographic area,Year,Beer,Wine,Spirits,All beverages,U.S. decile for all beverages,,
AL,2015,1.12,0.25,0.64,2,9,,
AL,2014,1.13,0.25,0.62,1.99,9,,
AL,2013,1.14,0.25,0.6,1.99,9,,
AL,2012,1.16,0.24,0.6,2,9,,
AL,2011,1.14,0.24,0.59,1.97,9,,
AL,2010,1.16,0.23,0.58,1.97,9,,
AL,2009,1.18,0.22,0.57,1.98,9,,
AL,2008,1.22,0.22,0.57,2.01,9,,
AL,2007,1.23,0.22,0.55,1.99,9,,
AL,2006,1.21,0.21,0.54,1.95,9,,AL
AL,2005,1.17,0.2,0.53,1.9,9,,
AL,2004,1.19,0.2,0.52,1.91,9,,
AL,2003,1.19,0.19,0.52,1.9,9,,
AL,2002,1.18,0.21,0.54,1.92,9,,
AL,2001,1.16,0.17,0.53,1.86,9,,
AL,2000,1.19,0.18,0.51,1.88,9,,
AL,1999,1.18,0.17,0.51,1.87,9,,
AL,1998,1.16,0.17,0.51,1.85,9,,
AL,1997,1.14,0.16,0.52,1.82,9,,
AL,1996,1.17,0.18,0.53,1.88,9,,
AL,1995,1.14,0.16,0.53,1.82,9,,
AL,1994,1.16,0.17,0.54,1.87,9,,
AL,1993,1.14,0.17,0.56,1.86,9,,
AL,1992,1.02,0.19,0.59,1.79,10,,
AL,1991,1,0.17,0.59,1.76,10,,
AL,1990,1.12,0.18,0.61,1.92,9,,
AL,1989,1.12,0.17,0.61,1.9,9,,
AL,1988,1.12,0.19,0.62,1.92,9,,
AL,1987,1.11,0.18,0.62,1.91,9,,
AL,1986,1.1,0.18,0.65,1.92,9,,
AL,1985,1.07,0.17,0.67,1.92,9,,
AL,1984,1.03,0.19,0.69,1.91,9,,
AL,1983,1.01,0.17,0.72,1.9,10,,
AL,1982,1,0.18,0.72,1.9,10,,
AL,1981,1,0.19,0.73,1.91,10,,
AL,1980,0.95,0.16,0.74,1.86,10,,
AL,1979,0.96,0.12,0.82,1.9,10,,
AL,1978,0.95,0.12,0.85,1.92,9,,
AL,1977,0.97,0.12,0.82,1.92,9,,
AK,2015,1.11,0.53,1.2,2.84,2,,
AK,2014,1.11,0.52,1.16,2.79,3,,
AK,2013,1.07,0.52,1.16,2.75,3,,
AK,2012,1.17,0.53,1.13,2.83,2,,
AK,2011,1.15,0.54,1.17,2.86,2,,
AK,2010,1.23,0.55,1.25,3.03,1,,
AK,2009,1.32,0.54,1.16,3.02,1,,
AK,2008,1.2,0.49,1.09,2.78,2,,
AK,2007,1.13,0.44,0.96,2.53,4,,
AK,2006,1.25,0.47,1.03,2.75,2,,
AK,2005,1.23,0.43,0.98,2.64,2,,
AK,2004,1.31,0.44,0.95,2.71,2,,
AK,2003,1.27,0.37,0.79,2.43,4,,
AK,2002,1.35,0.45,1.19,2.99,1,,
AK,2001,1.32,0.38,0.96,2.67,2,,
AK,2000,1.34,0.37,0.94,2.66,2,,
AK,1999,1.45,0.38,0.95,2.78,1,,
AK,1998,1.37,0.37,0.95,2.69,2,,
AK,1997,1.31,0.36,0.88,2.56,2,,
AK,1996,1.31,0.38,0.94,2.63,2,,
AK,1995,1.45,0.39,1.02,2.86,1,,
AK,1994,1.53,0.4,1.1,3.03,1,,
AK,1993,1.31,0.32,0.92,2.55,2,,
AK,1992,1.53,0.41,1.08,3.02,1,,
AK,1991,1.54,0.43,1.14,3.11,1,,
AK,1990,1.62,0.46,1.25,3.33,1,,
AK,1989,1.52,0.44,1.19,3.15,1,,
AK,1988,1.54,0.47,1.19,3.21,1,,
AK,1987,1.6,0.52,1.26,3.38,1,,
AK,1986,1.65,0.55,1.25,3.45,1,,
AK,1985,1.63,0.56,1.48,3.68,1,,
AK,1984,1.67,0.56,1.5,3.72,1,,
AK,1983,1.71,0.59,1.65,3.95,1,,
AK,1982,1.69,0.54,1.68,3.92,1,,
AK,1981,1.68,0.56,1.79,4.02,1,,
AK,1980,1.54,0.5,1.68,3.72,1,,
AK,1979,1.48,0.46,1.63,3.58,1,,
AK,1978,1.39,0.45,1.67,3.51,1,,
AK,1977,1.19,0.42,1.69,3.3,2,,
AZ,2015,1.16,0.4,0.78,2.34,6,,
AZ,2014,1.18,0.4,0.79,2.37,5,,
AZ,2013,1.12,0.42,0.81,2.35,5,,
AZ,2012,1.14,0.45,0.84,2.43,5,,
AZ,2011,1.15,0.44,0.8,2.39,5,,
AZ,2010,1.23,0.41,0.76,2.39,5,,
AZ,2009,1.22,0.39,0.77,2.38,5,,
AZ,2008,1.3,0.41,0.77,2.48,5,,
AZ,2007,1.39,0.34,0.78,2.51,4,,
AZ,2006,1.34,0.38,0.79,2.51,4,,
AZ,2005,1.35,0.4,0.76,2.51,3,,
AZ,2004,1.4,0.34,0.71,2.44,4,,
AZ,2003,1.41,0.37,0.71,2.49,3,,
AZ,2002,1.46,0.33,0.69,2.48,3,,
AZ,2001,1.47,0.33,0.7,2.5,3,,
AZ,2000,1.48,0.31,0.71,2.5,3,,
AZ,1999,1.47,0.34,0.69,2.51,2,,
AZ,1998,1.44,0.33,0.68,2.45,2,,
AZ,1997,1.45,0.31,0.68,2.44,2,,
AZ,1996,1.52,0.33,0.73,2.58,2,,
AZ,1995,1.47,0.29,0.68,2.44,3,,
AZ,1994,1.52,0.29,0.7,2.5,2,,
AZ,1993,1.58,0.27,0.76,2.62,2,,
AZ,1992,1.58,0.31,0.8,2.69,2,,
AZ,1991,1.58,0.35,0.78,2.71,2,,
AZ,1990,1.59,0.37,0.8,2.77,3,,
AZ,1989,1.63,0.35,0.83,2.81,2,,
AZ,1988,1.6,0.41,0.86,2.87,2,,
AZ,1987,1.64,0.45,0.84,2.93,2,,
AZ,1986,1.74,0.45,0.9,3.09,2,,
AZ,1985,1.66,0.45,0.99,3.11,2,,
AZ,1984,1.55,0.44,1.05,3.04,3,,
AZ,1983,1.6,0.43,0.99,3.02,3,,
AZ,1982,1.71,0.39,0.98,3.07,3,,
AZ,1981,1.76,0.42,1,3.18,3,,
AZ,1980,1.68,0.36,0.97,3.01,4,,
AZ,1979,1.71,0.36,1.07,3.15,3,,
AZ,1978,1.66,0.35,1.03,3.04,3,,
AZ,1977,1.6,0.32,0.99,2.92,3,,
AR,2015,0.97,0.22,0.65,1.83,10,,
AR,2014,0.96,0.21,0.62,1.79,10,,
AR,2013,1,0.2,0.6,1.81,10,,
AR,2012,1,0.2,0.6,1.81,10,,
AR,2011,0.98,0.18,0.56,1.72,10,,
AR,2010,1.01,0.19,0.57,1.77,10,,
AR,2009,1.03,0.17,0.57,1.78,10,,
AR,2008,1.05,0.17,0.55,1.77,10,,
AR,2007,1.02,0.15,0.51,1.69,10,,
AR,2006,1.05,0.16,0.54,1.75,10,,
AR,2005,1.03,0.15,0.5,1.67,10,,
AR,2004,1.04,0.15,0.49,1.68,10,,
AR,2003,1.06,0.14,0.56,1.77,10,,
AR,2002,1.09,0.14,0.53,1.75,10,,
AR,2001,1.08,0.13,0.53,1.74,10,,
AR,2000,1.09,0.12,0.53,1.74,10,,
AR,1999,1.09,0.12,0.54,1.75,10,,
AR,1998,1.1,0.11,0.51,1.73,10,,
AR,1997,1.08,0.12,0.52,1.72,10,,
AR,1996,1.1,0.12,0.53,1.75,9,,
AR,1995,1.08,0.11,0.51,1.7,10,,
AR,1994,1.06,0.13,0.46,1.65,10,,
AR,1993,1.1,0.11,0.58,1.79,9,,
AR,1992,1.13,0.12,0.65,1.9,9,,
AR,1991,1.12,0.11,0.58,1.81,9,,
AR,1990,1.12,0.13,0.61,1.86,9,,
AR,1989,1.1,0.13,0.58,1.82,9,,
AR,1988,1.09,0.14,0.54,1.78,10,,
AR,1987,1.09,0.11,0.53,1.74,10,,
AR,1986,1.08,0.09,0.49,1.65,10,,
AR,1985,1.04,0.13,0.59,1.77,10,,
AR,1984,1.03,0.12,0.64,1.8,10,,
AR,1983,1.03,0.13,0.63,1.79,10,,
AR,1982,1.03,0.12,0.63,1.78,10,,
AR,1981,1.06,0.12,0.68,1.86,10,,
AR,1980,1,0.12,0.68,1.81,10,,
AR,1979,0.9,0.09,0.55,1.54,10,,
AR,1978,0.95,0.11,0.71,1.76,10,,
AR,1977,0.89,0.1,0.61,1.61,10,,
CA,2015,0.99,0.53,0.75,2.27,6,,
CA,2014,0.99,0.6,0.73,2.32,6,,
CA,2013,0.98,0.6,0.74,2.32,6,,
CA,2012,0.98,0.62,0.74,2.35,6,,
CA,2011,0.95,0.58,0.72,2.25,7,,
CA,2010,0.97,0.49,0.71,2.16,8,,
CA,2009,1.01,0.57,0.7,2.28,7,,
CA,2008,1.05,0.55,0.7,2.3,6,,
CA,2007,1.06,0.54,0.7,2.3,6,,
CA,2006,1.02,0.56,0.7,2.29,6,,
CA,2005,1.03,0.54,0.69,2.26,6,,
CA,2004,1.06,0.52,0.67,2.25,6,,
CA,2003,1.07,0.51,0.65,2.23,6,,
CA,2002,1.08,0.49,0.64,2.2,6,,
CA,2001,1.08,0.48,0.63,2.19,6,,
CA,2000,1.07,0.48,0.64,2.2,6,,
CA,1999,1.1,0.48,0.62,2.2,6,,
CA,1998,1.1,0.49,0.61,2.2,6,,
CA,1997,1.12,0.52,0.62,2.26,5,,
CA,1996,1.11,0.5,0.64,2.25,5,,
CA,1995,1.14,0.46,0.63,2.23,5,,
CA,1994,1.09,0.47,0.68,2.24,5,,
CA,1993,1.17,0.48,0.69,2.35,4,,
CA,1992,1.28,0.51,0.75,2.54,3,,
CA,1991,1.22,0.49,0.75,2.46,4,,
CA,1990,1.32,0.59,0.87,2.78,2,,
CA,1989,1.29,0.6,0.85,2.75,3,,
CA,1988,1.32,0.67,0.88,2.86,3,,
CA,1987,1.35,0.73,0.92,3,2,,
CA,1986,1.35,0.78,0.95,3.08,2,,
CA,1985,1.32,0.78,1.02,3.11,2,,
CA,1984,1.37,0.73,1.06,3.16,2,,
CA,1983,1.36,0.74,1.1,3.21,2,,
CA,1982,1.37,0.72,1.13,3.22,3,,
CA,1981,1.43,0.72,1.2,3.35,2,,
CA,1980,1.41,0.71,1.24,3.36,2,,
CA,1979,1.39,0.68,1.25,3.32,2,,
CA,1978,1.33,0.67,1.29,3.28,2,,
CA,1977,1.29,0.65,1.25,3.19,2,,
CO,2015,1.12,0.51,1.14,2.77,3,,
CO,2014,1.14,0.51,1.11,2.76,3,,
CO,2013,1.2,0.5,1.11,2.81,3,,
CO,2012,1.15,0.52,1.08,2.76,3,,
CO,2011,1.2,0.49,1.04,2.73,3,,
CO,2010,1.22,0.48,1.01,2.71,2,,
CO,2009,1.23,0.46,1.01,2.7,2,,
CO,2008,1.28,0.47,1.02,2.77,2,,
CO,2007,1.3,0.47,1.01,2.78,2,,
CO,2006,1.29,0.45,0.98,2.72,2,,
CO,2005,1.31,0.42,0.99,2.72,2,,
CO,2004,1.3,0.43,0.95,2.68,2,,
CO,2003,1.33,0.4,0.87,2.6,2,,
CO,2002,1.35,0.39,0.9,2.64,2,,
CO,2001,1.42,0.41,0.96,2.78,1,,
CO,2000,1.35,0.37,0.89,2.6,2,,
CO,1999,1.33,0.37,0.75,2.45,3,,
CO,1998,1.33,0.37,0.83,2.53,2,,
CO,1997,1.3,0.37,0.81,2.48,2,,
CO,1996,1.36,0.37,0.84,2.57,2,,
CO,1995,1.34,0.35,0.78,2.47,2,,
CO,1994,1.36,0.35,0.84,2.55,2,,
CO,1993,1.4,0.36,0.86,2.63,2,,
CO,1992,1.34,0.36,0.81,2.52,3,,
CO,1991,1.39,0.35,0.87,2.61,3,,
CO,1990,1.35,0.29,0.75,2.39,6,,
CO,1989,1.42,0.38,0.85,2.64,3,,
CO,1988,1.44,0.4,0.92,2.76,3,,
CO,1987,1.45,0.45,0.94,2.84,3,,
CO,1986,1.49,0.47,0.95,2.9,3,,
CO,1985,1.48,0.5,1.18,3.17,2,,
CO,1984,1.51,0.46,1.12,3.1,2,,
CO,1983,1.57,0.46,1.12,3.15,3,,
CO,1982,1.63,0.46,1.17,3.26,2,,
CO,1981,1.62,0.44,1.26,3.32,2,,
CO,1980,1.56,0.46,1.31,3.33,2,,
CO,1979,1.63,0.46,1.33,3.42,2,,
CO,1978,1.6,0.46,1.39,3.46,2,,
CO,1977,1.4,0.36,1.19,2.95,3,,
CT,2015,0.84,0.61,0.95,2.41,5,,
CT,2014,0.84,0.6,0.92,2.36,6,,
CT,2013,0.85,0.61,0.91,2.37,5,,
CT,2012,0.86,0.61,0.91,2.39,6,,
CT,2011,0.86,0.62,0.88,2.35,5,,
CT,2010,0.88,0.6,0.87,2.35,5,,
CT,2009,0.88,0.59,0.85,2.31,6,,
CT,2008,0.93,0.58,0.85,2.36,6,,
CT,2007,0.92,0.57,0.84,2.33,6,,
CT,2006,0.93,0.56,0.81,2.3,6,,
CT,2005,0.9,0.54,0.79,2.23,6,,
CT,2004,0.93,0.53,0.79,2.25,6,,
CT,2003,0.93,0.52,0.78,2.23,6,,
CT,2002,0.95,0.5,0.75,2.21,6,,
CT,2001,0.95,0.5,0.74,2.19,6,,
CT,2000,0.94,0.49,0.74,2.18,6,,
CT,1999,0.94,0.49,0.75,2.18,6,,
CT,1998,0.96,0.49,0.76,2.21,5,,
CT,1997,0.95,0.48,0.74,2.17,6,,
CT,1996,0.94,0.46,0.72,2.13,6,,
CT,1995,0.97,0.46,0.78,2.21,5,,
CT,1994,0.99,0.43,0.78,2.2,6,,
CT,1993,0.96,0.44,0.8,2.2,6,,
CT,1992,1.01,0.45,0.83,2.3,6,,
CT,1991,1.03,0.43,0.84,2.29,6,,
CT,1990,1.09,0.45,0.92,2.46,6,,
CT,1989,1.07,0.46,0.96,2.5,4,,
CT,1988,1.12,0.5,1.05,2.67,4,,
CT,1987,1.14,0.51,1.1,2.75,3,,
CT,1986,1.11,0.51,1.14,2.76,4,,
CT,1985,1.12,0.5,1.19,2.81,4,,
CT,1984,1.1,0.49,1.19,2.78,5,,
CT,1983,1.1,0.49,1.22,2.8,5,,
CT,1982,1.04,0.49,1.21,2.74,6,,
CT,1981,1.05,0.44,1.18,2.67,6,,
CT,1980,1.06,0.43,1.2,2.69,6,,
CT,1979,1.14,0.4,1.21,2.76,5,,
CT,1978,1.09,0.38,1.21,2.69,6,,
CT,1977,1.06,0.35,1.23,2.64,6,,
DE,2015,1.2,0.72,1.75,3.68,1,,
DE,2014,1.21,0.72,1.66,3.59,1,,
DE,2013,1.25,0.72,1.63,3.59,1,,
DE,2012,1.32,0.69,1.58,3.59,1,,
DE,2011,1.34,0.69,1.52,3.55,1,,
DE,2010,1.36,0.66,1.36,3.38,1,,
DE,2009,1.32,0.65,1.34,3.31,1,,
DE,2008,1.34,0.57,1.23,3.14,1,,
DE,2007,1.37,0.59,1.23,3.18,1,,
DE,2006,1.41,0.59,1.26,3.26,1,,
DE,2005,1.42,0.58,1.24,3.25,1,,
DE,2004,1.42,0.57,1.28,3.27,1,,
DE,2003,1.38,0.57,1.18,3.12,1,,
DE,2002,1.39,0.52,1.1,3.01,1,,
DE,2001,1.39,0.49,1.07,2.94,1,,
DE,2000,1.36,0.48,1.05,2.89,1,,
DE,1999,1.4,0.48,1.03,2.9,1,,
DE,1998,1.41,0.47,1.03,2.91,1,,
DE,1997,1.37,0.46,0.99,2.81,1,,
DE,1996,1.39,0.45,0.94,2.78,1,,
DE,1995,1.3,0.4,0.92,2.62,2,,
DE,1994,1.43,0.38,0.95,2.76,1,,
DE,1993,1.46,0.35,0.95,2.76,1,,
DE,1992,1.4,0.36,0.97,2.73,2,,
DE,1991,1.4,0.35,0.95,2.7,2,,
DE,1990,1.44,0.37,1.14,2.95,2,,
DE,1989,1.43,0.39,1.15,2.96,2,,
DE,1988,1.46,0.41,1.21,3.08,1,,
DE,1987,1.46,0.43,1.23,3.12,2,,
DE,1986,1.46,0.45,1.25,3.16,2,,
DE,1985,1.48,0.41,1.31,3.2,2,,
DE,1984,1.52,0.39,1.29,3.2,2,,
DE,1983,1.55,0.35,1.35,3.25,2,,
DE,1982,1.54,0.34,1.38,3.26,2,,
DE,1981,1.52,0.33,1.4,3.24,3,,
DE,1980,1.44,0.29,1.37,3.11,3,,
DE,1979,1.35,0.26,1.31,2.92,4,,
DE,1978,1.31,0.24,1.3,2.85,4,,
DE,1977,1.3,0.23,1.33,2.86,4,,
DC,2015,1.14,1.01,1.67,3.82,1,,
DC,2014,1.16,1.01,1.67,3.83,1,,
DC,2013,1.17,1.01,1.66,3.84,1,,
DC,2012,1.18,1.01,1.65,3.85,1,,
DC,2011,1.18,1.01,1.62,3.81,1,,
DC,2010,1.22,1,1.61,3.83,1,,
DC,2009,1.26,1,1.62,3.87,1,,
DC,2008,1.35,1.01,1.64,4,1,,
DC,2007,1.37,1,1.63,4,1,,
DC,2006,1.38,0.96,1.6,3.95,1,,
DC,2005,1.4,0.93,1.56,3.9,1,,
DC,2004,1.37,0.91,1.52,3.79,1,,
DC,2003,1.37,0.88,1.51,3.75,1,,
DC,2002,1.36,0.83,1.47,3.66,1,,
DC,2001,1.33,0.79,1.46,3.59,1,,
DC,2000,1.35,0.81,1.45,3.61,1,,
DC,1999,1.37,0.78,1.36,3.51,1,,
DC,1998,1.37,0.78,1.57,3.73,1,,
DC,1997,1.4,0.8,1.61,3.81,1,,
DC,1996,1.42,0.87,1.47,3.76,1,,
DC,1995,1.51,0.77,1.52,3.8,1,,
DC,1994,1.5,0.74,1.52,3.76,1,,
DC,1993,1.51,0.73,1.54,3.78,1,,
DC,1992,1.61,0.7,1.74,4.05,1,,
DC,1991,1.42,0.61,1.85,3.89,1,,
DC,1990,1.42,0.76,1.96,4.14,1,,
DC,1989,1.39,0.82,1.72,3.92,1,,
DC,1988,1.38,0.93,1.9,4.22,1,,
DC,1987,1.41,0.95,2.26,4.62,1,,
DC,1986,1.45,1,2.09,4.54,1,,
DC,1985,1.44,1,2.35,4.8,1,,
DC,1984,1.51,1.07,2.59,5.17,1,,
DC,1983,1.51,1.05,2.71,5.27,1,,
DC,1982,1.46,0.99,2.88,5.33,1,,
DC,1981,1.48,1.05,2.89,5.42,1,,
DC,1980,1.49,0.99,2.94,5.41,1,,
DC,1979,1.42,0.96,2.92,5.3,1,,
DC,1978,1.38,0.91,3.04,5.33,1,,
DC,1977,1.35,0.86,3.16,5.37,1,,
FL,2015,1.11,0.51,0.98,2.6,4,,
FL,2014,1.09,0.51,0.98,2.59,4,,
FL,2013,1.28,0.49,0.95,2.72,3,,
FL,2012,1.26,0.51,0.95,2.72,3,,
FL,2011,1.13,0.49,0.93,2.54,4,,
FL,2010,1.12,0.47,0.91,2.5,4,,
FL,2009,1.19,0.48,0.91,2.58,4,,
FL,2008,1.24,0.48,0.89,2.61,3,,
FL,2007,1.28,0.48,0.92,2.68,3,,
FL,2006,1.32,0.47,0.91,2.7,2,,
FL,2005,1.33,0.46,0.91,2.7,2,,
FL,2004,1.34,0.46,0.88,2.68,2,,
FL,2003,1.31,0.44,0.86,2.61,2,,
FL,2002,1.32,0.43,0.84,2.58,2,,
FL,2001,1.32,0.4,0.82,2.54,2,,
FL,2000,1.32,0.41,0.83,2.56,2,,
FL,1999,1.33,0.4,0.8,2.53,2,,
FL,1998,1.3,0.38,0.79,2.47,2,,
FL,1997,1.34,0.37,0.8,2.51,2,,
FL,1996,1.36,0.37,0.81,2.54,2,,
FL,1995,1.34,0.35,0.82,2.5,2,,
FL,1994,1.4,0.33,0.87,2.6,2,,
FL,1993,1.44,0.33,0.92,2.68,2,,
FL,1992,1.45,0.34,0.96,2.75,1,,
FL,1991,1.43,0.34,0.92,2.69,2,,
FL,1990,1.54,0.39,1.04,2.96,2,,
FL,1989,1.51,0.39,1,2.89,2,,
FL,1988,1.5,0.41,1,2.91,2,,
FL,1987,1.5,0.42,1.03,2.95,2,,
FL,1986,1.5,0.41,1.05,2.96,2,,
FL,1985,1.47,0.41,1.16,3.04,3,,
FL,1984,1.46,0.4,1.23,3.09,2,,
FL,1983,1.55,0.39,1.22,3.16,2,,
FL,1982,1.54,0.4,1.32,3.26,2,,
FL,1981,1.54,0.39,1.37,3.3,3,,
FL,1980,1.4,0.37,1.41,3.18,3,,
FL,1979,1.38,0.34,1.41,3.14,3,,
FL,1978,1.34,0.32,1.4,3.07,3,,
FL,1977,1.27,0.31,1.4,2.99,3,,
GA,2015,1.01,0.25,0.69,1.95,9,,
GA,2014,1.02,0.25,0.69,1.96,9,,
GA,2013,1.03,0.25,0.69,1.97,9,,
GA,2012,1.05,0.25,0.68,1.98,9,,
GA,2011,1.04,0.25,0.67,1.96,9,,
GA,2010,1.07,0.25,0.65,1.97,9,,
GA,2009,1.09,0.25,0.65,1.99,9,,
GA,2008,1.15,0.25,0.65,2.05,8,,
GA,2007,1.18,0.26,0.65,2.09,8,,
GA,2006,1.19,0.26,0.65,2.1,8,,
GA,2005,1.15,0.26,0.64,2.06,8,,
GA,2004,1.19,0.27,0.65,2.1,8,,
GA,2003,1.19,0.26,0.66,2.12,7,,
GA,2002,1.21,0.26,0.66,2.12,7,,
GA,2001,1.19,0.25,0.65,2.09,7,,
GA,2000,1.22,0.25,0.69,2.17,7,,
GA,1999,1.23,0.25,0.7,2.18,6,,
GA,1998,1.21,0.23,0.7,2.14,7,,
GA,1997,1.19,0.23,0.7,2.13,6,,
GA,1996,1.22,0.24,0.71,2.16,6,,
GA,1995,1.2,0.21,0.7,2.11,6,,
GA,1994,1.17,0.21,0.77,2.14,7,,
GA,1993,1.23,0.2,0.77,2.2,6,,
GA,1992,1.22,0.21,0.79,2.23,7,,
GA,1991,1.16,0.22,0.78,2.17,7,,
GA,1990,1.22,0.23,0.86,2.31,7,,
GA,1989,1.18,0.24,0.94,2.36,6,,
GA,1988,1.21,0.26,0.92,2.39,7,,
GA,1987,1.21,0.27,1,2.48,6,,
GA,1986,1.21,0.27,0.94,2.43,7,,
GA,1985,1.17,0.25,1.01,2.44,7,,
GA,1984,1.18,0.24,1.06,2.48,7,,
GA,1983,1.14,0.22,1.06,2.42,7,,
GA,1982,1.12,0.21,1.04,2.36,8,,
GA,1981,1.1,0.18,1.09,2.38,8,,
GA,1980,1.06,0.19,1.08,2.33,8,,
GA,1979,1.11,0.18,1.16,2.44,7,,
GA,1978,1.09,0.18,1.21,2.48,7,,
GA,1977,1.03,0.15,1.19,2.37,7,,
HI,2015,1.28,0.55,0.77,2.59,4,,
HI,2014,1.27,0.54,0.77,2.58,4,,
HI,2013,1.25,0.54,0.76,2.55,5,,
HI,2012,1.26,0.53,0.75,2.54,5,,
HI,2011,1.23,0.53,0.73,2.49,4,,
HI,2010,1.24,0.52,0.71,2.46,4,,
HI,2009,1.25,0.51,0.71,2.47,4,,
HI,2008,1.31,0.51,0.72,2.54,4,,
HI,2007,1.3,0.48,0.77,2.55,4,,
HI,2006,1.28,0.47,0.77,2.52,4,,
HI,2005,1.3,0.45,0.72,2.47,4,,
HI,2004,1.37,0.43,0.7,2.5,3,,
HI,2003,1.3,0.42,0.66,2.38,5,,
HI,2002,1.27,0.39,0.62,2.28,5,,
HI,2001,1.3,0.38,0.6,2.28,5,,
HI,2000,1.33,0.39,0.6,2.32,4,,
HI,1999,1.31,0.39,0.56,2.26,5,,
HI,1998,1.32,0.37,0.54,2.22,5,,
HI,1997,1.37,0.4,0.56,2.32,4,,
HI,1996,1.4,0.36,0.58,2.34,4,,
HI,1995,1.41,0.34,0.57,2.32,4,,
HI,1994,1.46,0.38,0.62,2.46,3,,
HI,1993,1.49,0.37,0.65,2.51,3,,
HI,1992,1.55,0.39,0.69,2.63,2,,
HI,1991,1.57,0.4,0.7,2.67,2,,
HI,1990,1.64,0.4,0.79,2.84,2,,
HI,1989,1.56,0.43,0.8,2.79,2,,
HI,1988,1.64,0.45,0.8,2.89,2,,
HI,1987,1.59,0.41,0.77,2.76,3,,
HI,1986,1.61,0.44,0.86,2.91,3,,
HI,1985,1.61,0.42,0.88,2.91,3,,
HI,1984,1.66,0.41,0.92,2.99,3,,
HI,1983,1.89,0.44,1.13,3.45,1,,
HI,1982,1.8,0.48,1.14,3.41,1,,
HI,1981,1.74,0.44,1.16,3.34,2,,
HI,1980,1.64,0.46,1.2,3.3,2,,
HI,1979,1.51,0.42,1.21,3.14,3,,
HI,1978,1.33,0.44,1.25,3.02,3,,
HI,1977,1.55,0.35,1.21,3.11,2,,
ID,2015,0.93,1.14,0.79,2.86,2,,
ID,2014,0.92,1.12,0.77,2.82,2,,
ID,2013,0.96,1.08,0.77,2.81,2,,
ID,2012,0.98,1.02,0.77,2.76,2,,
ID,2011,1,0.92,0.73,2.65,3,,
ID,2010,1.06,0.9,0.72,2.68,3,,
ID,2009,1.05,0.91,0.7,2.67,3,,
ID,2008,1.15,0.81,0.69,2.64,3,,
ID,2007,1.17,0.73,0.67,2.58,4,,
ID,2006,1.14,0.74,0.65,2.53,4,,
ID,2005,1.11,0.74,0.61,2.45,4,,
ID,2004,1.14,0.72,0.57,2.43,4,,
ID,2003,1.15,0.65,0.55,2.35,5,,
ID,2002,1.16,0.64,0.53,2.33,4,,
ID,2001,1.14,0.63,0.53,2.3,5,,
ID,2000,1.13,0.65,0.52,2.3,5,,
ID,1999,1.09,0.68,0.52,2.29,4,,
ID,1998,1.15,0.33,0.51,1.99,7,,
ID,1997,1.14,0.32,0.52,1.98,7,,
ID,1996,1.18,0.3,0.52,2,7,,
ID,1995,1.15,0.3,0.54,1.99,7,,
ID,1994,1.24,0.35,0.53,2.12,7,,
ID,1993,1.26,0.29,0.55,2.11,7,,
ID,1992,1.32,0.31,0.57,2.2,7,,
ID,1991,1.31,0.32,0.56,2.19,7,,
ID,1990,1.36,0.33,0.58,2.27,7,,
ID,1989,1.27,0.31,0.57,2.16,8,,
