State or geographic area,Year,Beer,Wine,Spirits,All beverages,U.S. decile for all beverages,,
ID,1988,1.28,0.37,0.59,2.24,7,,
ID,1987,1.33,0.39,0.59,2.31,7,,
ID,1986,1.36,0.39,0.62,2.37,7,,
ID,1985,1.36,0.36,0.71,2.43,7,,
ID,1984,1.41,0.31,0.72,2.45,7,,
ID,1983,1.45,0.3,0.77,2.52,7,,
ID,1982,1.45,0.3,0.81,2.57,7,,
ID,1981,1.54,0.33,0.83,2.69,6,,
ID,1980,1.53,0.3,0.77,2.59,7,,
ID,1979,1.51,0.27,0.82,2.6,6,,
ID,1978,1.46,0.25,0.78,2.5,7,,
ID,1977,1.47,0.22,0.78,2.47,7,,
IL,2015,1.12,0.43,0.8,2.36,5,,
IL,2014,1.12,0.42,0.78,2.32,6,,
IL,2013,1.13,0.42,0.77,2.33,6,,
IL,2012,1.15,0.43,0.77,2.36,6,,
IL,2011,1.17,0.41,0.75,2.33,6,,
IL,2010,1.2,0.4,0.74,2.34,6,,
IL,2009,1.22,0.39,0.73,2.34,6,,
IL,2008,1.23,0.38,0.74,2.34,6,,
IL,2007,1.24,0.41,0.74,2.38,6,,
IL,2006,1.24,0.37,0.74,2.35,6,,
IL,2005,1.23,0.34,0.71,2.29,6,,
IL,2004,1.24,0.32,0.67,2.22,6,,
IL,2003,1.26,0.35,0.74,2.36,5,,
IL,2002,1.28,0.33,0.65,2.26,5,,
IL,2001,1.27,0.32,0.68,2.28,5,,
IL,2000,1.28,0.32,0.63,2.24,6,,
IL,1999,1.29,0.33,0.66,2.27,5,,
IL,1998,1.28,0.34,0.64,2.25,4,,
IL,1997,1.26,0.35,0.65,2.26,5,,
IL,1996,1.27,0.35,0.68,2.3,4,,
IL,1995,1.3,0.33,0.66,2.29,4,,
IL,1994,1.32,0.34,0.69,2.35,4,,
IL,1993,1.32,0.34,0.72,2.38,4,,
IL,1992,1.34,0.35,0.74,2.43,4,,
IL,1991,1.38,0.34,0.76,2.48,4,,
IL,1990,1.43,0.36,0.82,2.62,4,,
IL,1989,1.42,0.36,0.85,2.63,3,,
IL,1988,1.45,0.38,0.87,2.7,3,,
IL,1987,1.43,0.39,0.88,2.71,4,,
IL,1986,1.42,0.39,0.91,2.72,5,,
IL,1985,1.39,0.38,0.99,2.76,5,,
IL,1984,1.41,0.37,1.02,2.8,4,,
IL,1983,1.43,0.35,1.03,2.82,4,,
IL,1982,1.42,0.35,1.07,2.84,5,,
IL,1981,1.44,0.35,1.12,2.91,5,,
IL,1980,1.42,0.33,1.23,2.99,4,,
IL,1979,1.42,0.32,1.15,2.89,4,,
IL,1978,1.35,0.31,1.17,2.83,4,,
IL,1977,1.32,0.3,1.2,2.82,4,,
IN,2015,0.98,0.28,0.88,2.13,8,,
IN,2014,0.98,0.27,0.8,2.05,8,,
IN,2013,1,0.28,0.81,2.09,8,,
IN,2012,1.02,0.28,0.79,2.08,8,,
IN,2011,1.02,0.27,0.73,2.02,8,,
IN,2010,1.03,0.26,0.74,2.03,8,,
IN,2009,1.08,0.25,0.72,2.05,8,,
IN,2008,1.1,0.24,0.73,2.08,8,,
IN,2007,1.13,0.24,0.72,2.09,8,,
IN,2006,1.09,0.25,0.66,2,9,,
IN,2005,1.11,0.22,0.68,2.01,8,,
IN,2004,1.14,0.22,0.65,2.01,8,,
IN,2003,1.11,0.21,0.64,1.96,9,,
IN,2002,1.13,0.2,0.6,1.93,9,,
IN,2001,1.15,0.19,0.62,1.96,8,,
IN,2000,1.16,0.2,0.61,1.98,8,,
IN,1999,1.16,0.19,0.59,1.94,8,,
IN,1998,1.14,0.19,0.58,1.91,8,,
IN,1997,1.12,0.18,0.59,1.89,8,,
IN,1996,1.13,0.2,0.57,1.89,8,,
IN,1995,1.12,0.2,0.58,1.91,8,,
IN,1994,1.15,0.2,0.59,1.94,8,,
IN,1993,1.15,0.19,0.64,1.98,8,,
IN,1992,1.16,0.2,0.58,1.95,9,,
IN,1991,1.22,0.19,0.6,2,9,,
IN,1990,1.26,0.2,0.63,2.09,8,,
IN,1989,1.23,0.2,0.64,2.07,8,,
IN,1988,1.25,0.21,0.67,2.13,8,,
IN,1987,1.26,0.23,0.67,2.16,8,,
IN,1986,1.26,0.23,0.67,2.17,8,,
IN,1985,1.26,0.22,0.73,2.2,8,,
IN,1984,1.27,0.21,0.73,2.21,8,,
IN,1983,1.28,0.19,0.73,2.2,8,,
IN,1982,1.29,0.19,0.76,2.24,8,,
IN,1981,1.29,0.18,0.78,2.24,8,,
IN,1980,1.26,0.17,0.77,2.21,8,,
IN,1979,1.21,0.15,0.78,2.15,8,,
IN,1978,1.18,0.15,0.78,2.12,8,,
IN,1977,1.13,0.14,0.77,2.03,8,,
IA,2015,1.34,0.22,0.82,2.39,5,,
IA,2014,1.32,0.22,0.8,2.34,6,,
IA,2013,1.32,0.22,0.8,2.34,6,,
IA,2012,1.36,0.23,0.81,2.4,5,,
IA,2011,1.36,0.21,0.78,2.35,6,,
IA,2010,1.37,0.18,0.73,2.29,6,,
IA,2009,1.41,0.18,0.72,2.3,6,,
IA,2008,1.41,0.17,0.7,2.29,7,,
IA,2007,1.39,0.17,0.67,2.23,7,,
IA,2006,1.38,0.16,0.65,2.18,7,,
IA,2005,1.38,0.16,0.61,2.14,7,,
IA,2004,1.39,0.16,0.57,2.12,7,,
IA,2003,1.38,0.15,0.54,2.07,8,,
IA,2002,1.38,0.14,0.51,2.04,8,,
IA,2001,1.36,0.13,0.5,1.99,8,,
IA,2000,1.35,0.13,0.5,1.98,8,,
IA,1999,1.34,0.13,0.48,1.95,8,,
IA,1998,1.31,0.12,0.46,1.9,8,,
IA,1997,1.28,0.12,0.45,1.85,9,,
IA,1996,1.28,0.12,0.45,1.85,9,,
IA,1995,1.26,0.11,0.44,1.8,9,,
IA,1994,1.3,0.1,0.44,1.84,9,,
IA,1993,1.28,0.11,0.48,1.87,9,,
IA,1992,1.31,0.13,0.46,1.9,9,,
IA,1991,1.32,0.16,0.52,2.01,8,,
IA,1990,1.34,0.18,0.54,2.06,9,,
IA,1989,1.3,0.19,0.52,2.01,9,,
IA,1988,1.32,0.2,0.53,2.06,9,,
IA,1987,1.34,0.22,0.59,2.14,8,,
IA,1986,1.35,0.2,0.54,2.09,9,,
IA,1985,1.33,0.14,0.58,2.06,9,,
IA,1984,1.39,0.12,0.62,2.13,9,,
IA,1983,1.4,0.13,0.65,2.18,8,,
IA,1982,1.4,0.13,0.65,2.19,8,,
IA,1981,1.44,0.13,0.69,2.26,8,,
IA,1980,1.41,0.13,0.71,2.25,8,,
IA,1979,1.4,0.11,0.71,2.22,8,,
IA,1978,1.38,0.11,0.74,2.23,8,,
IA,1977,1.33,0.1,0.74,2.17,8,,
KS,2015,1.03,0.14,0.74,1.9,10,,
KS,2014,1.03,0.14,0.75,1.92,9,,
KS,2013,0.99,0.14,0.76,1.88,10,,
KS,2012,1.09,0.14,0.72,1.95,9,,
KS,2011,1.07,0.14,0.69,1.9,10,,
KS,2010,1.13,0.14,0.68,1.95,9,,
KS,2009,1.18,0.14,0.67,1.99,9,,
KS,2008,1.22,0.14,0.65,2.01,9,,
KS,2007,1.17,0.15,0.64,1.96,9,,
KS,2006,1.14,0.18,0.61,1.94,9,,
KS,2005,1.14,0.18,0.57,1.89,9,,
KS,2004,1.14,0.16,0.56,1.86,9,,
KS,2003,1.16,0.17,0.56,1.89,10,,
KS,2002,1.19,0.15,0.54,1.88,9,,
KS,2001,1.12,0.15,0.53,1.8,9,,
KS,2000,1.15,0.15,0.53,1.83,9,,
KS,1999,1.14,0.15,0.54,1.83,9,,
KS,1998,1.09,0.13,0.54,1.77,9,,
KS,1997,1.09,0.12,0.48,1.69,10,,
KS,1996,1.05,0.12,0.49,1.67,10,,
KS,1995,1.07,0.12,0.5,1.68,10,,
KS,1994,1.12,0.13,0.48,1.73,10,,
KS,1993,1.09,0.14,0.52,1.75,10,,
KS,1992,1.09,0.14,0.55,1.78,10,,
KS,1991,1.15,0.14,0.57,1.85,9,,
KS,1990,1.13,0.13,0.53,1.79,10,,
KS,1989,1.13,0.13,0.55,1.81,10,,
KS,1988,1.13,0.22,0.57,1.92,9,,
KS,1987,1.14,0.17,0.57,1.88,9,,
KS,1986,1.14,0.17,0.6,1.91,9,,
KS,1985,1.18,0.15,0.64,1.97,9,,
KS,1984,1.19,0.14,0.63,1.96,9,,
KS,1983,1.2,0.13,0.64,1.97,9,,
KS,1982,1.22,0.13,0.67,2.03,9,,
KS,1981,1.23,0.12,0.7,2.05,9,,
KS,1980,1.22,0.11,0.61,1.95,9,,
KS,1979,1.19,0.12,0.74,2.04,9,,
KS,1978,1.15,0.12,0.65,1.91,10,,
KS,1977,1.14,0.1,0.65,1.9,10,,
KY,2015,0.99,0.22,0.76,1.97,9,,
KY,2014,0.94,0.21,0.72,1.88,10,,
KY,2013,0.95,0.2,0.7,1.85,10,,
KY,2012,0.97,0.2,0.7,1.87,10,,
KY,2011,0.94,0.19,0.66,1.79,10,,
KY,2010,0.99,0.18,0.66,1.83,10,,
KY,2009,1.02,0.18,0.65,1.85,10,,
KY,2008,1.03,0.17,0.65,1.85,10,,
KY,2007,1.04,0.17,0.63,1.85,10,,
KY,2006,1.04,0.17,0.62,1.82,10,,
KY,2005,1.04,0.14,0.61,1.8,10,,
KY,2004,1.07,0.17,0.57,1.81,10,,
KY,2003,1.03,0.15,0.57,1.75,10,,
KY,2002,1.08,0.14,0.54,1.77,10,,
KY,2001,1.04,0.12,0.46,1.63,10,,
KY,2000,1.07,0.14,0.53,1.74,10,,
KY,1999,1.07,0.13,0.54,1.74,10,,
KY,1998,1.07,0.13,0.53,1.72,10,,
KY,1997,1.06,0.13,0.53,1.72,9,,
KY,1996,1.05,0.13,0.54,1.72,10,,
KY,1995,1.05,0.11,0.54,1.7,9,,
KY,1994,1.08,0.11,0.55,1.73,10,,
KY,1993,1.08,0.1,0.55,1.73,10,,
KY,1992,1.04,0.11,0.56,1.71,10,,
KY,1991,1.11,0.11,0.56,1.78,10,,
KY,1990,1.12,0.11,0.6,1.83,10,,
KY,1989,1.09,0.12,0.57,1.79,10,,
KY,1988,1.1,0.12,0.6,1.82,10,,
KY,1987,1.04,0.14,0.6,1.78,10,,
KY,1986,1.1,0.14,0.63,1.86,10,,
KY,1985,1.08,0.14,0.66,1.88,10,,
KY,1984,1.06,0.13,0.68,1.87,10,,
KY,1983,1.13,0.12,0.7,1.95,9,,
KY,1982,1.14,0.12,0.72,1.99,9,,
KY,1981,1.13,0.1,0.75,1.99,9,,
KY,1980,1.08,0.1,0.73,1.91,10,,
KY,1979,1.07,0.09,0.75,1.91,9,,
KY,1978,1.04,0.09,0.75,1.88,10,,
KY,1977,1.16,0.09,0.73,1.98,9,,
LA,2015,1.27,0.33,0.98,2.59,4,,
LA,2014,1.3,0.33,0.95,2.58,4,,
LA,2013,1.34,0.32,0.93,2.58,4,,
LA,2012,1.38,0.32,0.9,2.59,4,,
LA,2011,1.37,0.3,0.88,2.56,3,,
LA,2010,1.41,0.28,0.84,2.53,3,,
LA,2009,1.5,0.28,0.85,2.63,3,,
LA,2008,1.55,0.26,0.83,2.64,3,,
LA,2007,1.56,0.27,0.81,2.65,3,,
LA,2006,1.58,0.25,0.78,2.62,3,,
LA,2005,1.44,0.24,0.71,2.39,5,,
LA,2004,1.38,0.26,0.73,2.36,5,,
LA,2003,1.41,0.25,0.72,2.38,4,,
LA,2002,1.32,0.24,0.7,2.26,6,,
LA,2001,1.49,0.23,0.69,2.41,3,,
LA,2000,1.5,0.22,0.7,2.42,3,,
LA,1999,1.54,0.24,0.69,2.46,3,,
LA,1998,1.5,0.23,0.7,2.43,2,,
LA,1997,1.5,0.23,0.71,2.44,2,,
LA,1996,1.51,0.22,0.72,2.45,2,,
LA,1995,1.49,0.21,0.73,2.44,2,,
LA,1994,1.45,0.21,0.73,2.39,3,,
LA,1993,1.53,0.21,0.72,2.47,3,,
LA,1992,1.55,0.22,0.74,2.51,3,,
LA,1991,1.52,0.21,0.73,2.46,4,,
LA,1990,1.53,0.23,0.78,2.54,5,,
LA,1989,1.47,0.24,0.74,2.45,6,,
LA,1988,1.49,0.24,0.71,2.44,6,,
LA,1987,1.4,0.25,0.77,2.41,7,,
LA,1986,1.42,0.26,0.79,2.47,6,,
LA,1985,1.37,0.28,0.87,2.52,6,,
LA,1984,1.42,0.29,0.95,2.66,6,,
LA,1983,1.44,0.31,1.03,2.77,5,,
LA,1982,1.49,0.3,1,2.78,5,,
LA,1981,1.49,0.28,1.02,2.79,6,,
LA,1980,1.4,0.27,1.03,2.7,6,,
LA,1979,1.32,0.25,1.04,2.61,6,,
LA,1978,1.32,0.25,1.04,2.6,6,,
LA,1977,1.27,0.25,1,2.51,6,,
ME,2015,1.37,0.43,0.97,2.77,3,,
ME,2014,1.36,0.42,0.93,2.71,3,,
ME,2013,1.36,0.42,0.91,2.69,3,,
ME,2012,1.34,0.42,0.89,2.65,4,,
ME,2011,1.23,0.42,0.87,2.53,4,,
ME,2010,1.23,0.42,0.84,2.49,4,,
ME,2009,1.23,0.42,0.82,2.47,4,,
ME,2008,1.25,0.42,0.81,2.48,4,,
ME,2007,1.26,0.42,0.8,2.48,5,,
ME,2006,1.25,0.42,0.78,2.46,4,,
ME,2005,1.24,0.41,0.77,2.43,4,,
ME,2004,1.26,0.41,0.76,2.43,4,,
ME,2003,1.25,0.4,0.74,2.39,4,,
ME,2002,1.23,0.4,0.7,2.33,5,,
ME,2001,1.2,0.37,0.7,2.27,5,,
ME,2000,1.17,0.38,0.68,2.23,6,,
ME,1999,1.16,0.36,0.69,2.21,6,,
ME,1998,1.14,0.33,0.69,2.16,6,,
ME,1997,1.15,0.32,0.68,2.15,6,,
ME,1996,1.17,0.32,0.69,2.18,6,,
ME,1995,1.17,0.28,0.7,2.15,6,,
ME,1994,1.13,0.27,0.77,2.18,6,,
ME,1993,1.15,0.29,0.79,2.22,6,,
ME,1992,1.16,0.29,0.78,2.23,6,,
ME,1991,1.18,0.3,0.77,2.25,6,,
ME,1990,1.21,0.31,0.82,2.34,6,,
ME,1989,1.26,0.34,0.86,2.46,6,,
ME,1988,1.29,0.36,0.91,2.55,5,,
ME,1987,1.27,0.38,0.91,2.56,5,,
ME,1986,1.29,0.36,0.92,2.57,6,,
ME,1985,1.29,0.33,0.94,2.56,6,,
ME,1984,1.25,0.31,1.02,2.57,6,,
ME,1983,1.32,0.29,1.03,2.64,6,,
ME,1982,1.3,0.3,1.02,2.62,6,,
ME,1981,1.24,0.28,1.05,2.57,7,,
ME,1980,1.32,0.28,1.06,2.66,6,,
ME,1979,1.27,0.27,1.05,2.59,6,,
ME,1978,1.28,0.26,1.03,2.57,6,,
ME,1977,1.35,0.23,1.02,2.6,6,,
MD,2015,0.85,0.39,0.89,2.14,8,,
MD,2014,0.86,0.39,0.9,2.15,8,,
MD,2013,0.88,0.39,0.9,2.17,8,,
MD,2012,0.91,0.39,0.9,2.2,8,,
MD,2011,0.92,0.39,0.89,2.19,8,,
MD,2010,0.94,0.38,0.89,2.21,7,,
MD,2009,0.96,0.36,0.86,2.19,8,,
MD,2008,0.99,0.36,0.84,2.19,8,,
MD,2007,1.01,0.36,0.84,2.2,7,,
MD,2006,1.01,0.34,0.83,2.18,7,,
MD,2005,1.02,0.34,0.81,2.16,7,,
MD,2004,1.03,0.33,0.79,2.15,7,,
MD,2003,1.03,0.32,0.77,2.12,7,,
MD,2002,1.06,0.31,0.76,2.12,7,,
MD,2001,1.06,0.3,0.75,2.11,7,,
MD,2000,1.04,0.3,0.75,2.09,7,,
MD,1999,1.04,0.3,0.74,2.08,7,,
MD,1998,1.05,0.3,0.73,2.08,7,,
MD,1997,1.05,0.29,0.73,2.07,7,,
MD,1996,1.05,0.29,0.74,2.08,7,,
MD,1995,1.06,0.28,0.74,2.09,7,,
MD,1994,1.09,0.28,0.78,2.15,6,,
MD,1993,1.1,0.28,0.8,2.19,7,,
MD,1992,1.11,0.29,0.86,2.26,6,,
MD,1991,1.15,0.3,0.89,2.33,6,,
MD,1990,1.22,0.33,0.96,2.51,5,,
MD,1989,1.2,0.34,0.97,2.52,4,,
MD,1988,1.24,0.36,1,2.6,4,,
MD,1987,1.28,0.38,1.06,2.71,4,,
MD,1986,1.28,0.38,1.07,2.73,4,,
MD,1985,1.3,0.36,1.14,2.8,4,,
MD,1984,1.31,0.36,1.17,2.84,4,,
MD,1983,1.34,0.35,1.2,2.89,4,,
MD,1982,1.27,0.32,1.16,2.76,5,,
MD,1981,1.39,0.34,1.33,3.06,4,,
MD,1980,1.41,0.33,1.35,3.08,4,,
MD,1979,1.43,0.31,1.39,3.13,3,,
MD,1978,1.4,0.31,1.38,3.09,3,,
MD,1977,1.36,0.3,1.38,3.05,3,,
MA,2015,0.96,0.65,0.91,2.52,5,,
MA,2014,0.98,0.66,0.91,2.55,4,,
MA,2013,1,0.66,0.89,2.56,4,,
MA,2012,1.03,0.65,0.88,2.57,4,,
MA,2011,1.02,0.64,0.88,2.54,4,,
MA,2010,1.04,0.62,0.84,2.5,4,,
MA,2009,1.03,0.62,0.85,2.49,4,,
MA,2008,1.08,0.62,0.84,2.54,4,,
MA,2007,1.11,0.62,0.87,2.59,4,,
MA,2006,1.1,0.61,0.85,2.56,3,,
MA,2005,1.07,0.59,0.85,2.51,3,,
MA,2004,1.1,0.58,0.84,2.52,3,,
MA,2003,1.1,0.56,0.82,2.49,3,,
MA,2002,1.13,0.54,0.8,2.47,3,,
MA,2001,1.13,0.52,0.79,2.44,3,,
MA,2000,1.16,0.51,0.87,2.55,2,,
MA,1999,1.09,0.51,0.79,2.39,3,,
MA,1998,1.14,0.5,0.75,2.39,3,,
MA,1997,1.13,0.49,0.76,2.39,3,,
MA,1996,1.11,0.48,0.77,2.35,3,,
MA,1995,1.13,0.44,0.78,2.35,3,,
MA,1994,1.14,0.44,0.8,2.38,3,,
MA,1993,1.14,0.44,0.8,2.38,4,,
MA,1992,1.12,0.44,0.82,2.38,5,,
MA,1991,1.19,0.43,0.87,2.49,3,,
MA,1990,1.22,0.45,0.97,2.63,3,,
MA,1989,1.24,0.46,1,2.7,3,,
MA,1988,1.27,0.49,1.05,2.81,3,,
MA,1987,1.27,0.5,1.11,2.88,3,,
MA,1986,1.29,0.52,1.11,2.92,3,,
MA,1985,1.28,0.5,1.19,2.97,3,,
MA,1984,1.29,0.5,1.23,3.02,3,,
MA,1983,1.36,0.49,1.2,3.05,3,,
MA,1982,1.35,0.5,1.22,3.07,3,,
MA,1981,1.44,0.49,1.24,3.17,3,,
MA,1980,1.46,0.45,1.26,3.18,3,,
MA,1979,1.4,0.43,1.24,3.07,3,,
MA,1978,1.38,0.41,1.26,3.05,3,,
MA,1977,1.35,0.37,1.25,2.97,3,,
MI,2015,0.99,0.36,0.89,2.24,7,,
MI,2014,1.05,0.39,0.88,2.32,6,,
MI,2013,1.01,0.37,0.85,2.24,7,,
MI,2012,1.08,0.35,0.84,2.27,7,,
MI,2011,1.07,0.35,0.83,2.25,7,,
MI,2010,1.09,0.33,0.81,2.23,7,,
MI,2009,1.11,0.32,0.8,2.23,7,,
MI,2008,1.13,0.3,0.79,2.22,7,,
MI,2007,1.13,0.3,0.77,2.19,7,,
MI,2006,1.13,0.29,0.76,2.18,7,,
MI,2005,1.15,0.28,0.74,2.16,7,,
MI,2004,1.16,0.27,0.72,2.15,7,,
MI,2003,1.17,0.28,0.72,2.17,7,,
MI,2002,1.19,0.25,0.69,2.13,7,,
MI,2001,1.18,0.23,0.68,2.09,7,,
MI,2000,1.19,0.24,0.68,2.11,7,,
MI,1999,1.19,0.24,0.67,2.1,7,,
MI,1998,1.2,0.22,0.68,2.1,7,,
MI,1997,1.17,0.22,0.66,2.05,7,,
MI,1996,1.2,0.22,0.66,2.07,7,,
MI,1995,1.2,0.19,0.66,2.06,7,,
MI,1994,1.23,0.2,0.67,2.1,7,,
MI,1993,1.26,0.2,0.72,2.18,7,,
MI,1992,1.26,0.22,0.74,2.21,7,,
MI,1991,1.3,0.22,0.74,2.26,6,,
MI,1990,1.33,0.28,0.8,2.42,6,,
MI,1989,1.29,0.3,0.8,2.39,6,,
MI,1988,1.32,0.32,0.84,2.48,6,,
MI,1987,1.32,0.33,0.85,2.51,6,,
MI,1986,1.33,0.33,0.9,2.57,5,,
MI,1985,1.31,0.32,0.96,2.59,6,,
MI,1984,1.33,0.31,0.98,2.61,6,,
MI,1983,1.36,0.28,0.98,2.62,6,,
MI,1982,1.35,0.39,0.99,2.73,6,,
MI,1981,1.34,0.29,1,2.63,6,,
MI,1980,1.34,0.28,1.02,2.65,6,,
MI,1979,1.36,0.25,1.03,2.65,6,,
MI,1978,1.43,0.25,1.05,2.74,5,,
MI,1977,1.45,0.24,1.02,2.71,5,,
MN,2015,1.16,0.43,1.14,2.73,3,,
MN,2014,1.13,0.44,1.23,2.8,2,,
MN,2013,1.13,0.43,1.16,2.72,3,,
MN,2012,1.18,0.42,1.11,2.71,3,,
MN,2011,1.09,0.34,0.99,2.43,5,,
MN,2010,1.1,0.33,0.97,2.41,5,,
MN,2009,1.19,0.37,1.04,2.59,4,,
MN,2008,1.21,0.36,1.03,2.6,4,,
MN,2007,1.23,0.36,1.01,2.6,3,,
MN,2006,1.15,0.32,0.93,2.4,5,,
MN,2005,1.18,0.33,0.97,2.48,3,,
MN,2004,1.24,0.31,0.94,2.5,3,,
MN,2003,1.22,0.29,0.91,2.43,3,,
MN,2002,1.26,0.28,0.88,2.41,3,,
MN,2001,1.25,0.26,0.88,2.39,4,,
MN,2000,1.24,0.26,0.87,2.37,4,,
MN,1999,1.23,0.27,0.86,2.36,4,,
MN,1998,1.16,0.27,0.84,2.27,4,,
MN,1997,1.23,0.27,0.84,2.35,3,,
MN,1996,1.25,0.26,0.83,2.34,4,,
MN,1995,1.24,0.25,0.83,2.32,3,,
MN,1994,1.27,0.25,0.83,2.35,4,,
MN,1993,1.24,0.24,0.84,2.33,5,,
MN,1992,1.25,0.25,0.85,2.35,5,,
MN,1991,1.3,0.24,0.81,2.35,5,,
MN,1990,1.32,0.27,0.96,2.55,4,,
MN,1989,1.29,0.27,0.89,2.46,6,,
MN,1988,1.31,0.3,0.9,2.51,5,,
MN,1987,1.32,0.32,0.94,2.58,5,,
MN,1986,1.31,0.34,0.93,2.57,5,,
MN,1985,1.31,0.31,1.06,2.68,5,,
MN,1984,1.34,0.28,1.07,2.69,5,,
MN,1983,1.38,0.27,1.1,2.74,6,,
MN,1982,1.37,0.27,1.11,2.75,6,,
MN,1981,1.39,0.27,1.18,2.84,5,,
MN,1980,1.39,0.26,1.2,2.85,5,,
MN,1979,1.36,0.24,1.17,2.77,5,,
MN,1978,1.32,0.23,1.16,2.71,5,,
MN,1977,1.31,0.21,1.16,2.67,5,,
MS,2015,1.31,0.17,0.77,2.24,7,,
MS,2014,1.32,0.16,0.75,2.23,7,,
MS,2013,1.35,0.16,0.73,2.24,7,,
MS,2012,1.36,0.16,0.71,2.24,7,,
MS,2011,1.34,0.16,0.71,2.2,7,,
MS,2010,1.37,0.15,0.7,2.22,7,,
MS,2009,1.4,0.15,0.7,2.25,7,,
MS,2008,1.44,0.15,0.7,2.29,7,,
MS,2007,1.45,0.14,0.68,2.27,7,,
MS,2006,1.45,0.13,0.67,2.25,7,,
MS,2005,1.4,0.13,0.65,2.18,7,,
MS,2004,1.38,0.13,0.63,2.14,7,,
MS,2003,1.38,0.12,0.63,2.13,7,,
MS,2002,1.41,0.12,0.61,2.13,7,,
MS,2001,1.4,0.11,0.6,2.11,7,,
MS,2000,1.43,0.11,0.61,2.15,7,,
MS,1999,1.45,0.11,0.61,2.16,7,,
MS,1998,1.4,0.09,0.59,2.08,7,,
MS,1997,1.37,0.09,0.61,2.07,7,,
MS,1996,1.37,0.1,0.62,2.09,7,,
MS,1995,1.36,0.1,0.61,2.07,7,,
MS,1994,1.28,0.08,0.63,2,7,,
MS,1993,1.37,0.1,0.63,2.11,7,,
MS,1992,1.35,0.09,0.63,2.08,8,,
MS,1991,1.32,0.09,0.64,2.05,8,,
MS,1990,1.34,0.09,0.65,2.08,8,,
MS,1989,1.28,0.09,0.66,2.04,9,,
MS,1988,1.3,0.09,0.67,2.06,9,,
MS,1987,1.28,0.09,0.66,2.04,9,,
MS,1986,1.28,0.1,0.69,2.07,9,,
MS,1985,1.22,0.1,0.74,2.07,9,,
MS,1984,1.2,0.11,0.77,2.08,9,,
MS,1983,1.2,0.11,0.8,2.1,9,,
MS,1982,1.18,0.11,0.81,2.1,9,,
MS,1981,1.19,0.11,0.84,2.13,9,,
MS,1980,1.13,0.1,0.86,2.09,9,,
MS,1979,1.1,0.09,0.81,2,9,,
MS,1978,1.11,0.1,0.88,2.09,8,,
MS,1977,1.04,0.1,0.83,1.98,9,,
MO,2015,1.17,0.39,0.96,2.52,4,,
MO,2014,1.16,0.36,0.88,2.4,5,,
MO,2013,1.19,0.36,0.89,2.44,5,,
MO,2012,1.22,0.34,0.86,2.42,5,,
MO,2011,1.24,0.34,0.86,2.45,5,,
MO,2010,1.27,0.32,0.81,2.41,5,,
MO,2009,1.3,0.3,0.83,2.43,5,,
MO,2008,1.32,0.3,0.8,2.42,5,,
MO,2007,1.33,0.3,0.78,2.4,5,,
MO,2006,1.33,0.28,0.76,2.37,5,,
MO,2005,1.31,0.27,0.73,2.3,6,,
MO,2004,1.33,0.27,0.72,2.32,5,,
MO,2003,1.34,0.26,0.7,2.29,6,,
MO,2002,1.36,0.25,0.67,2.27,5,,
MO,2001,1.34,0.23,0.67,2.25,6,,
MO,2000,1.35,0.23,0.67,2.25,5,,
MO,1999,1.35,0.23,0.66,2.23,5,,
